,,,,,,,,,,,,,,,,,,,,,,,,,,,max_TTL
10.30.225.121,8.8.8.8,snaptu-d-fallback.facebook.com,2010,60,,,,,,,,,,,,,,,,,,,,,,,2010
10.30.244.55,8.8.8.8,v7.stats.avast.com,689,2006,,,,,,,,,,,,,,,,,,,,,,,2006
10.30.218.139,114.114.114.114,mqtt-mini.facebook.com,2006,34,,,,,,,,,,,,,,,,,,,,,,,2006
10.30.235.42,8.8.8.8,g.whatsapp.net,2006,60,,,,,,,,,,,,,,,,,,,,,,,2006
10.30.224.111,8.8.8.8,g.whatsapp.net,2001,60,,,,,,,,,,,,,,,,,,,,,,,2001
10.30.233.63,8.8.8.8,g.whatsapp.net,2001,60,,,,,,,,,,,,,,,,,,,,,,,2001
10.30.255.244,8.8.8.8,i.instagram.com,2001,60,,,,,,,,,,,,,,,,,,,,,,,2001
10.30.220.230,208.67.222.222,api.accuweather.com,2000,2000,20,20,,,,,,,,,,,,,,,,,,,,,2000
10.30.230.156,8.8.4.4,g.whatsapp.net,1995,14,,,,,,,,,,,,,,,,,,,,,,,1995
10.30.230.156,8.8.4.4,g.whatsapp.net,1995,60,,,,,,,,,,,,,,,,,,,,,,,1995
10.30.220.230,8.8.8.8,api.accuweather.com,1801,1995,20,20,,,,,,,,,,,,,,,,,,,,,1995
10.30.228.213,8.8.8.8,web.facebook.com,1994,49,,,,,,,,,,,,,,,,,,,,,,,1994
10.30.226.90,8.8.8.8,g-fallback.whatsapp.net,1993,60,,,,,,,,,,,,,,,,,,,,,,,1993
10.30.224.195,8.8.8.8,analytics.avcdn.net,163,1990,,,,,,,,,,,,,,,,,,,,,,,1990
10.30.227.244,8.8.8.8,epdg.epc.mnc007.mcc655.pub.3gppnetwork.org,1989,,,,,,,,,,,,,,,,,,,,,,,,1989
10.30.219.139,8.8.8.8,v7.stats.avast.com,176,1988,,,,,,,,,,,,,,,,,,,,,,,1988
10.30.228.213,8.8.8.8,graph-fallback.facebook.com,1984,60,,,,,,,,,,,,,,,,,,,,,,,1984
10.30.234.160,8.8.8.8,g-fallback.whatsapp.net,1981,60,,,,,,,,,,,,,,,,,,,,,,,1981
10.30.252.214,8.8.8.8,t3.hshh.org,1980,130,130,130,130,,,,,,,,,,,,,,,,,,,,1980
10.30.225.121,8.8.8.8,mqtt-mini.facebook.com,1979,45,,,,,,,,,,,,,,,,,,,,,,,1979
10.30.244.55,8.8.8.8,v7.stats.avast.com,1294,1979,1979,,,,,,,,,,,,,,,,,,,,,,1979
10.30.228.213,8.8.8.8,g.whatsapp.net,1978,30,,,,,,,,,,,,,,,,,,,,,,,1978
10.30.220.230,8.8.8.8,ntp.sjtu.edu.cn,165,203,1977,900,900,900,,,,,,,,,,,,,,,,,,,1977
10.30.244.55,8.8.8.8,v7.stats.avast.com,127,1976,,,,,,,,,,,,,,,,,,,,,,,1976
10.30.234.210,8.8.8.8,graph-fallback.facebook.com,1972,60,,,,,,,,,,,,,,,,,,,,,,,1972
10.30.219.139,8.8.8.8,v7.stats.avast.com,159,1971,1971,,,,,,,,,,,,,,,,,,,,,,1971
10.30.219.139,8.8.8.8,v7.stats.avast.com,158,1970,,,,,,,,,,,,,,,,,,,,,,,1970
10.30.219.139,8.8.8.8,v7.stats.avast.com,158,1970,,,,,,,,,,,,,,,,,,,,,,,1970
10.30.224.195,8.8.8.8,v7.stats.avast.com,661,1966,,,,,,,,,,,,,,,,,,,,,,,1966
10.30.219.139,8.8.8.8,v7event.stats.avast.com,753,167,1964,,,,,,,,,,,,,,,,,,,,,,1964
10.30.218.139,114.114.114.114,cdn.bidalgo.io,1963,38,33,,,,,,,,,,,,,,,,,,,,,,1963
10.30.228.213,8.8.8.8,www.instagram.com,1962,60,,,,,,,,,,,,,,,,,,,,,,,1962
10.30.218.100,8.8.8.8,epdg.epc.mnc007.mcc655.pub.3gppnetwork.org,1961,,,,,,,,,,,,,,,,,,,,,,,,1961
10.30.218.67,8.8.8.8,g-fallback.whatsapp.net,1961,60,,,,,,,,,,,,,,,,,,,,,,,1961
10.30.218.67,8.8.8.8,g-fallback.whatsapp.net,1961,60,,,,,,,,,,,,,,,,,,,,,,,1961
10.30.218.18,8.8.8.8,1100052647.sdk-hb.smaato.net,1958,,,,,,,,,,,,,,,,,,,,,,,,1958
10.30.218.139,114.114.114.114,search16-normal-c-useast1a.tiktokv.com,432,1958,34,34,34,34,34,34,34,34,34,,,,,,,,,,,,,,1958
10.30.243.120,8.8.4.4,g.whatsapp.net,1955,60,,,,,,,,,,,,,,,,,,,,,,,1955
10.30.255.244,8.8.8.8,g.whatsapp.net,1954,60,,,,,,,,,,,,,,,,,,,,,,,1954
10.30.219.139,8.8.4.4,v7.stats.avast.com,28,156,1953,,,,,,,,,,,,,,,,,,,,,,1953
10.30.219.139,8.8.4.4,v7.stats.avast.com,28,156,1953,,,,,,,,,,,,,,,,,,,,,,1953
10.30.228.213,8.8.8.8,g-fallback.whatsapp.net,1951,60,,,,,,,,,,,,,,,,,,,,,,,1951
10.30.218.139,114.114.114.114,search16-normal-c-useast1a.tiktokv.com,422,1948,34,34,34,34,34,34,34,34,34,,,,,,,,,,,,,,1948
10.30.255.244,8.8.8.8,g.whatsapp.net,1948,40,,,,,,,,,,,,,,,,,,,,,,,1948
10.30.246.218,8.8.8.8,g.whatsapp.net,1947,18,,,,,,,,,,,,,,,,,,,,,,,1947
10.30.244.55,8.8.8.8,v7.stats.avast.com,591,1946,1946,,,,,,,,,,,,,,,,,,,,,,1946
10.30.226.108,8.8.8.8,g.whatsapp.net,1946,60,,,,,,,,,,,,,,,,,,,,,,,1946
10.30.252.214,8.8.8.8,t3.hshh.org,1943,130,130,130,130,,,,,,,,,,,,,,,,,,,,1943
10.30.226.157,8.8.4.4,g.whatsapp.net,1942,10,,,,,,,,,,,,,,,,,,,,,,,1942
10.30.218.112,8.8.8.8,g-fallback.whatsapp.net,1936,53,,,,,,,,,,,,,,,,,,,,,,,1936
10.30.220.230,8.8.8.8,time.windows.com,1935,600,,,,,,,,,,,,,,,,,,,,,,,1935
10.30.219.139,8.8.8.8,v7.stats.avast.com,202,1933,1933,,,,,,,,,,,,,,,,,,,,,,1933
10.30.238.223,180.76.76.76,rr1---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr3---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr2---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr1---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,r4---sn-woc7kn7r.c.2mdn.net,1930,1930,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr1---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr2---sn-oxvuxa15-woce.gvt1.com,1930,1930,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr3---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr1---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr3---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr1---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr2---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr3---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr2---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr3---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr1---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr3---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr1---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr3---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,r5---sn-woc7snes.c.2mdn.net,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr2---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr1---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr2---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr1---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.238.223,180.76.76.76,rr3---sn-oxvuxa15-woce.gvt1.com,1930,,,,,,,,,,,,,,,,,,,,,,,,1930
10.30.230.145,8.8.8.8,g-fallback.whatsapp.net,1929,60,,,,,,,,,,,,,,,,,,,,,,,1929
10.30.228.213,8.8.8.8,graph.facebook.com,1928,50,,,,,,,,,,,,,,,,,,,,,,,1928
10.30.228.213,8.8.8.8,chat-e2ee-mini.facebook.com,1927,13,,,,,,,,,,,,,,,,,,,,,,,1927
10.30.219.198,8.8.8.8,g.whatsapp.net,1926,60,,,,,,,,,,,,,,,,,,,,,,,1926
10.30.244.55,8.8.8.8,v7event.stats.avast.com,194,1922,722,,,,,,,,,,,,,,,,,,,,,,1922
10.30.244.55,8.8.8.8,v7.stats.avast.com,273,1922,,,,,,,,,,,,,,,,,,,,,,,1922
10.30.224.195,8.8.8.8,v7event.stats.avast.com,820,720,1918,,,,,,,,,,,,,,,,,,,,,,1918
10.30.244.55,8.8.8.8,v7event.stats.avast.com,278,1917,,,,,,,,,,,,,,,,,,,,,,,1917
10.30.244.55,8.8.8.8,v7.stats.avast.com,67,1916,716,,,,,,,,,,,,,,,,,,,,,,1916
10.30.233.33,8.8.8.8,snaptu-d.facebook.com,1913,44,,,,,,,,,,,,,,,,,,,,,,,1913
10.30.219.139,8.8.8.8,v7event.stats.avast.com,331,1913,,,,,,,,,,,,,,,,,,,,,,,1913
10.30.219.139,8.8.8.8,v7.stats.avast.com,1222,1913,1913,,,,,,,,,,,,,,,,,,,,,,1913
10.30.224.195,8.8.8.8,v7event.stats.avast.com,4,1913,1913,,,,,,,,,,,,,,,,,,,,,,1913
10.30.224.195,8.8.8.8,v7.stats.avast.com,377,1913,1913,,,,,,,,,,,,,,,,,,,,,,1913
10.30.246.26,8.8.8.8,epdg.epc.mnc007.mcc655.pub.3gppnetwork.org,1912,,,,,,,,,,,,,,,,,,,,,,,,1912
10.30.226.90,8.8.4.4,g.whatsapp.net,1911,23,,,,,,,,,,,,,,,,,,,,,,,1911
10.30.220.230,8.8.8.8,g.whatsapp.net,1910,60,,,,,,,,,,,,,,,,,,,,,,,1910
10.30.225.121,8.8.8.8,static.xx.fbcdn.net,1906,31,,,,,,,,,,,,,,,,,,,,,,,1906
10.30.244.55,8.8.8.8,v7event.stats.avast.com,87,1905,1905,,,,,,,,,,,,,,,,,,,,,,1905
10.30.218.139,114.114.114.114,snaptu-z.facebook.com,1905,32,,,,,,,,,,,,,,,,,,,,,,,1905
10.30.221.30,8.8.8.8,mqtt-mini.facebook.com,1903,7,,,,,,,,,,,,,,,,,,,,,,,1903
10.30.222.92,8.8.8.8,mobilemaps-pa-gz.googleapis.com,1899,,,,,,,,,,,,,,,,,,,,,,,,1899
10.30.219.139,8.8.8.8,v7event.stats.avast.com,106,1898,,,,,,,,,,,,,,,,,,,,,,,1898
10.30.233.32,8.8.8.8,epdg.epc.mnc007.mcc655.pub.3gppnetwork.org,1897,,,,,,,,,,,,,,,,,,,,,,,,1897
10.30.222.211,8.8.4.4,g-fallback.whatsapp.net,1896,60,,,,,,,,,,,,,,,,,,,,,,,1896
10.30.246.251,8.8.8.8,g.whatsapp.net,1896,60,,,,,,,,,,,,,,,,,,,,,,,1896
10.30.228.213,8.8.8.8,graph.facebook.com,1895,21,,,,,,,,,,,,,,,,,,,,,,,1895
10.30.221.75,8.8.8.8,g.whatsapp.net,1894,29,,,,,,,,,,,,,,,,,,,,,,,1894
10.30.218.139,114.114.114.114,mqtt-mini.facebook.com,1890,43,,,,,,,,,,,,,,,,,,,,,,,1890
10.30.222.169,8.8.8.8,z-m-gateway.facebook.com,1886,15,,,,,,,,,,,,,,,,,,,,,,,1886
10.30.253.215,8.8.8.8,graph.facebook.com,1885,29,,,,,,,,,,,,,,,,,,,,,,,1885
10.30.222.163,8.8.8.8,mqtt-mini.facebook.com,1883,60,,,,,,,,,,,,,,,,,,,,,,,1883
10.30.253.102,8.8.8.8,mqtt-mini.facebook.com,1883,25,,,,,,,,,,,,,,,,,,,,,,,1883
10.30.218.139,114.114.114.114,sdk-api-v1.singular.net,35,57,1882,34,34,,,,,,,,,,,,,,,,,,,,1882
10.30.222.60,8.8.8.8,g-fallback.whatsapp.net,1878,60,,,,,,,,,,,,,,,,,,,,,,,1878
10.30.225.232,8.8.8.8,g-fallback.whatsapp.net,1878,60,,,,,,,,,,,,,,,,,,,,,,,1878
10.30.220.230,8.8.8.8,g-fallback.whatsapp.net,1878,60,,,,,,,,,,,,,,,,,,,,,,,1878
10.30.244.55,8.8.8.8,v7event.stats.avast.com,375,1878,1878,,,,,,,,,,,,,,,,,,,,,,1878
10.30.244.55,8.8.8.8,v7event.stats.avast.com,375,1878,,,,,,,,,,,,,,,,,,,,,,,1878
10.30.228.213,8.8.8.8,web.facebook.com,1877,34,,,,,,,,,,,,,,,,,,,,,,,1877
10.30.224.195,8.8.8.8,v7.stats.avast.com,1039,1875,,,,,,,,,,,,,,,,,,,,,,,1875
10.30.229.64,8.8.8.8,graph.instagram.com,1874,22,,,,,,,,,,,,,,,,,,,,,,,1874
10.30.218.139,114.114.114.114,dit.whatsapp.net,1874,364,34,,,,,,,,,,,,,,,,,,,,,,1874
10.30.228.213,8.8.8.8,web.facebook.com,1874,31,,,,,,,,,,,,,,,,,,,,,,,1874
10.30.229.64,8.8.8.8,graph.instagram.com,1873,54,,,,,,,,,,,,,,,,,,,,,,,1873
10.30.220.50,8.8.8.8,lookaside.facebook.com,1873,37,,,,,,,,,,,,,,,,,,,,,,,1873
10.30.218.103,8.8.4.4,g.whatsapp.net,1872,28,,,,,,,,,,,,,,,,,,,,,,,1872
10.30.224.195,8.8.8.8,v7event.stats.avast.com,956,1871,,,,,,,,,,,,,,,,,,,,,,,1871
10.30.224.195,8.8.8.8,v7event.stats.avast.com,956,1871,,,,,,,,,,,,,,,,,,,,,,,1871
10.30.218.139,114.114.114.114,g.whatsapp.net,1870,34,,,,,,,,,,,,,,,,,,,,,,,1870
10.30.218.112,8.8.4.4,g.whatsapp.net,1870,60,,,,,,,,,,,,,,,,,,,,,,,1870
10.30.225.121,8.8.8.8,i.instagram.com,1868,60,,,,,,,,,,,,,,,,,,,,,,,1868
10.30.218.139,114.114.114.114,g.whatsapp.net,1861,34,,,,,,,,,,,,,,,,,,,,,,,1861
10.30.224.195,8.8.4.4,v7.stats.avast.com,1295,1861,,,,,,,,,,,,,,,,,,,,,,,1861
10.30.228.213,8.8.8.8,web.facebook.com,1858,1,,,,,,,,,,,,,,,,,,,,,,,1858
10.30.252.214,8.8.8.8,t1.hshh.org,1855,130,130,130,130,,,,,,,,,,,,,,,,,,,,1855
10.30.238.223,180.76.76.76,time.windows.com,1855,413,,,,,,,,,,,,,,,,,,,,,,,1855
10.30.218.112,8.8.4.4,g-fallback.whatsapp.net,1854,60,,,,,,,,,,,,,,,,,,,,,,,1854
10.30.218.112,8.8.4.4,g-fallback.whatsapp.net,1854,60,,,,,,,,,,,,,,,,,,,,,,,1854
10.30.218.139,114.114.114.114,ssdk-sg.pangle.io,32,60,1852,32,32,,,,,,,,,,,,,,,,,,,,1852
10.30.234.31,8.8.8.8,g.whatsapp.net,1852,60,,,,,,,,,,,,,,,,,,,,,,,1852
10.30.224.195,8.8.8.8,f3461309.vps18.u.avcdn.net,761,1851,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,1851
10.30.224.195,8.8.8.8,z4055813.vps18.u.avcdn.net,300,1851,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,1851
10.30.224.195,8.8.8.8,f3461309.vps18.u.avcdn.net,761,1851,20,20,20,20,20,,,,,,,,,,,,,,,,,,1851
10.30.220.230,8.8.8.8,time.windows.com,1849,98,,,,,,,,,,,,,,,,,,,,,,,1849
10.30.218.139,114.114.114.114,ssdk-sg.pangle.io,32,56,1848,32,32,,,,,,,,,,,,,,,,,,,,1848
10.30.224.176,8.8.8.8,g-fallback.whatsapp.net,1848,60,,,,,,,,,,,,,,,,,,,,,,,1848
10.30.233.199,8.8.8.8,g.whatsapp.net,1845,33,,,,,,,,,,,,,,,,,,,,,,,1845
10.30.229.5,8.8.4.4,g-fallback.whatsapp.net,1841,15,,,,,,,,,,,,,,,,,,,,,,,1841
10.30.244.55,8.8.8.8,v7event.stats.avast.com,119,1841,1841,,,,,,,,,,,,,,,,,,,,,,1841
10.30.244.55,8.8.8.8,v7event.stats.avast.com,119,1841,,,,,,,,,,,,,,,,,,,,,,,1841
10.30.217.221,8.8.8.8,epdg.epc.mnc007.mcc655.pub.3gppnetwork.org,1838,,,,,,,,,,,,,,,,,,,,,,,,1838
10.30.219.139,8.8.8.8,v7event.stats.avast.com,902,1835,1835,,,,,,,,,,,,,,,,,,,,,,1835
10.30.228.213,8.8.8.8,web.facebook.com,1835,60,,,,,,,,,,,,,,,,,,,,,,,1835
10.30.219.139,8.8.8.8,v7event.stats.avast.com,901,1834,,,,,,,,,,,,,,,,,,,,,,,1834
10.30.238.223,180.76.76.76,edgedl.me.gvt1.com,1832,,,,,,,,,,,,,,,,,,,,,,,,1832
10.30.228.213,8.8.8.8,g-fallback.whatsapp.net,1829,60,,,,,,,,,,,,,,,,,,,,,,,1829
10.30.224.18,8.8.8.8,graph.facebook.com,1828,60,,,,,,,,,,,,,,,,,,,,,,,1828
10.30.218.139,114.114.114.114,captive.apple.com,1828,84,85,34,34,,,,,,,,,,,,,,,,,,,,1828
10.30.224.195,8.8.8.8,v7event.stats.avast.com,146,1721,1827,,,,,,,,,,,,,,,,,,,,,,1827
10.30.254.62,8.8.4.4,g-fallback.whatsapp.net,1827,60,,,,,,,,,,,,,,,,,,,,,,,1827
10.30.238.198,8.8.4.4,g.whatsapp.net,1823,60,,,,,,,,,,,,,,,,,,,,,,,1823
10.30.217.46,8.8.8.8,g.whatsapp.net,1822,60,,,,,,,,,,,,,,,,,,,,,,,1822
10.30.238.223,180.76.76.76,operate-sdk-telemetry.unity3d.com,1817,,,,,,,,,,,,,,,,,,,,,,,,1817
10.30.235.18,8.8.8.8,epdg.epc.mnc007.mcc655.pub.3gppnetwork.org,1816,,,,,,,,,,,,,,,,,,,,,,,,1816
10.30.228.213,8.8.8.8,edge-mqtt.facebook.com,1816,60,,,,,,,,,,,,,,,,,,,,,,,1816
10.30.218.139,114.114.114.114,mqtt-mini.facebook.com,1814,34,,,,,,,,,,,,,,,,,,,,,,,1814
10.30.219.139,8.8.8.8,v7event.stats.avast.com,118,1813,1813,,,,,,,,,,,,,,,,,,,,,,1813
10.30.228.213,8.8.8.8,mqtt-mini.facebook.com,1813,59,,,,,,,,,,,,,,,,,,,,,,,1813
10.30.224.225,8.8.4.4,g.whatsapp.net,1813,60,,,,,,,,,,,,,,,,,,,,,,,1813
10.30.224.195,8.8.8.8,v7.stats.avast.com,1107,1812,,,,,,,,,,,,,,,,,,,,,,,1812
10.30.224.195,8.8.8.8,v7.stats.avast.com,1107,1812,,,,,,,,,,,,,,,,,,,,,,,1812
10.30.228.213,8.8.8.8,mqtt-mini.facebook.com,1811,60,,,,,,,,,,,,,,,,,,,,,,,1811
10.30.232.53,8.8.4.4,g.whatsapp.net,1808,1,,,,,,,,,,,,,,,,,,,,,,,1808
10.30.236.9,8.8.8.8,g.whatsapp.net,1807,60,,,,,,,,,,,,,,,,,,,,,,,1807
10.30.219.139,8.8.8.8,v7event.stats.avast.com,99,1806,,,,,,,,,,,,,,,,,,,,,,,1806
10.30.224.138,8.8.8.8,chat-e2ee-mini.facebook.com,1805,60,,,,,,,,,,,,,,,,,,,,,,,1805
10.30.224.225,8.8.8.8,g.whatsapp.net,1804,60,,,,,,,,,,,,,,,,,,,,,,,1804
10.30.225.160,8.8.8.8,graph.facebook.com,1801,51,,,,,,,,,,,,,,,,,,,,,,,1801
10.30.237.84,209.212.96.1,portal.fb.com,1800,264,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.218.57,8.8.8.8,yx.lenovomm.com,600,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.228.241,8.8.8.8,rr2---sn-5xgvjvh15-j2ue.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.228.241,8.8.8.8,rr1---sn-5xgvjvh15-j2ue.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.228.241,8.8.8.8,rr2---sn-5xgvjvh15-j2ue.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.228.241,8.8.8.8,rr1---sn-5xgvjvh15-j2ue.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.238.223,180.76.76.76,rr1---sn-oxvuxa15-woce.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.238.223,180.76.76.76,rr1---sn-oxvuxa15-woce.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.238.223,180.76.76.76,rr2---sn-oxvuxa15-woce.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.238.223,180.76.76.76,rr3---sn-oxvuxa15-woce.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.238.223,223.5.5.5,r5---sn-woc7kne7.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.238.223,223.5.5.5,r5---sn-woc7kne7.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.252.110,8.8.8.8,rr1---sn-5xgvjvh15-j2ue.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.252.110,8.8.8.8,rr1---sn-5xgvjvh15-j2ue.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.252.110,8.8.8.8,rr1---sn-5xgvjvh15-j2ue.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.252.110,8.8.8.8,rr1---sn-5xgvjvh15-j2ue.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.252.110,8.8.8.8,rr1---sn-5xgvjvh15-j2ue.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.252.110,8.8.8.8,rr1---sn-5xgvjvh15-j2ue.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.224.195,8.8.8.8,v7event.stats.avast.com,996,1800,1800,,,,,,,,,,,,,,,,,,,,,,1800
10.30.238.223,223.5.5.5,r2---sn-woc7snez.googlevideo.com,1800,1800,,,,,,,,,,,,,,,,,,,,,,,1800
10.30.233.210,8.8.8.8,e7.whatsapp.net,1799,,,,,,,,,,,,,,,,,,,,,,,,1799
10.30.228.213,8.8.8.8,gateway.facebook.com,1799,60,,,,,,,,,,,,,,,,,,,,,,,1799
10.30.238.223,223.5.5.5,r5---sn-woc7kn7y.googlevideo.com,1799,1799,,,,,,,,,,,,,,,,,,,,,,,1799
10.30.218.139,114.114.114.114,afsssda.online,1799,,,,,,,,,,,,,,,,,,,,,,,,1799
10.30.224.138,8.8.4.4,g.whatsapp.net,1798,60,,,,,,,,,,,,,,,,,,,,,,,1798
10.30.218.139,114.114.114.114,pangolin16.isnssdk.com,221,1797,32,32,32,32,32,32,32,32,,,,,,,,,,,,,,,1797
10.30.218.139,114.114.114.114,pangolin16.isnssdk.com,221,1797,34,34,34,34,34,34,34,34,,,,,,,,,,,,,,,1797
10.30.229.65,8.8.4.4,g-fallback.whatsapp.net,1797,60,,,,,,,,,,,,,,,,,,,,,,,1797
10.30.234.36,8.8.8.8,epdg.epc.mnc010.mcc655.pub.3gppnetwork.org,1795,,,,,,,,,,,,,,,,,,,,,,,,1795
10.30.230.156,8.8.8.8,g.whatsapp.net,1794,2,,,,,,,,,,,,,,,,,,,,,,,1794
10.30.228.213,8.8.8.8,gamedot.afafb.com,1794,54,54,54,54,,,,,,,,,,,,,,,,,,,,1794
10.30.238.223,180.76.76.76,operate-sdk-telemetry.unity3d.com,1793,,,,,,,,,,,,,,,,,,,,,,,,1793
10.30.244.55,8.8.8.8,v7event.stats.avast.com,610,1793,1793,,,,,,,,,,,,,,,,,,,,,,1793
10.30.244.55,8.8.8.8,v7event.stats.avast.com,610,1793,,,,,,,,,,,,,,,,,,,,,,,1793
10.30.244.55,8.8.8.8,v7event.stats.avast.com,610,1793,,,,,,,,,,,,,,,,,,,,,,,1793
10.30.218.139,114.114.114.114,captive.apple.com,1792,114,114,32,32,,,,,,,,,,,,,,,,,,,,1792
10.30.238.223,223.5.5.5,edgedl.me.gvt1.com,1792,,,,,,,,,,,,,,,,,,,,,,,,1792
10.30.226.125,8.8.8.8,e11.whatsapp.net,1791,,,,,,,,,,,,,,,,,,,,,,,,1791
10.30.224.18,8.8.8.8,ntp.sjtu.edu.cn,26,18,1791,900,900,900,,,,,,,,,,,,,,,,,,,1791
10.30.229.23,8.8.4.4,g-fallback.whatsapp.net,1789,60,,,,,,,,,,,,,,,,,,,,,,,1789
10.30.220.230,8.8.8.8,time.nist.gov,1789,532,,,,,,,,,,,,,,,,,,,,,,,1789
10.30.218.90,8.8.4.4,g-fallback.whatsapp.net,1788,60,,,,,,,,,,,,,,,,,,,,,,,1788
10.30.228.213,8.8.8.8,gamedot.afafb.com,1788,48,48,48,48,,,,,,,,,,,,,,,,,,,,1788
10.30.220.230,8.8.8.8,g.whatsapp.net,1788,60,,,,,,,,,,,,,,,,,,,,,,,1788
10.30.226.90,8.8.8.8,g-fallback.whatsapp.net,1787,11,,,,,,,,,,,,,,,,,,,,,,,1787
10.30.226.90,8.8.8.8,g-fallback.whatsapp.net,1787,60,,,,,,,,,,,,,,,,,,,,,,,1787
10.30.218.139,114.114.114.114,api22-normal-c-useast1a.tiktokv.com,1785,51,,,,,,,,,,,,,,,,,,,,,,,1785
10.30.218.139,102.141.227.194,rr2---sn-5xgvjvh15-j2ue.googlevideo.com,1785,1166,,,,,,,,,,,,,,,,,,,,,,,1785
10.30.218.139,102.141.227.194,rr2---sn-5xgvjvh15-j2ue.googlevideo.com,1785,,,,,,,,,,,,,,,,,,,,,,,,1785
10.30.236.165,8.8.4.4,g-fallback.whatsapp.net,1783,6,,,,,,,,,,,,,,,,,,,,,,,1783
